来源,序号/名称,标题/名称,提取餐厅/地点名,Google Maps查询URL,Google查询词,Google候选名,Google候选详情,Google纬度,Google经度,Google页面文件,Google搜索状态,是否可先作为地址候选,备注
小红书,133,塔什干 Matcha奶茶🧋,Matcha,https://www.google.com/maps/search/Matcha%20Tashkent%20Uzbekistan%20restaurant,Matcha Matcha Tashkent Uzbekistan bubble tea,Matcha:,3.9 (12)·UZS 5-10万 | 咖啡馆·Lashkarbegi St | 已结束营业 · 开始营业时间：10:00,41.3205668,69.2941402,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/43_seq133_Matcha.md,Google有坐标待Yandex坐标复核,是,
小红书,138,塔什干 本地brunch,Benedict,https://www.google.com/maps/search/Benedict%20Tashkent%20Uzbekistan%20restaurant,brunch brunch Tashkent Uzbekistan,Benedict,4.1 (164)·UZS 10-35万 | 咖啡馆·Nukus ko'chasi 31/2 | 已结束营业 · 开始营业时间：08:00 | 堂食·送货,41.2931590,69.2811265,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/44_seq138_塔什干_本地brunch.md,Google有坐标待Yandex坐标复核,是,
小红书,139,塔什干 长沙饭店,长沙饭店,https://www.google.com/maps/search/%E9%95%BF%E6%B2%99%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Tashkent Uzbekistan restaurant,Yuzhanin,4.7 (689) | 餐馆·Turkiston ko'chasi 12a | 已结束营业 · 开始营业时间：11:00 | 堂食·外带,41.2915523,69.2837310,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/45_seq139_长沙饭店.md,Google有坐标待Yandex坐标复核,是,
小红书,146,塔什干 韩式烤肉 9292,9292,https://www.google.com/maps/search/9292%20Tashkent%20Uzbekistan%20restaurant,T09 sessionId vertical hasMore false stopReason end of scroll horizontal hasMore false barbecue restaurant Tashkent Uzbekistan,Navvat Lounge Bar,4.0 (577)·UZS 5-25万 | 餐馆·Matbuotchilar ko'chasi 9 | 24 小时营业 | 堂食·外带·送货,41.3117309,69.2745830,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/50_seq146_韩式烤肉_9292.md,Google有坐标待Yandex坐标复核,是,
小红书,155,乌兹别克斯坦 泰尔梅兹 diplomat餐厅,Diplomat,https://www.google.com/maps/search/Diplomat%20Tashkent%20Uzbekistan%20restaurant,diplomat diplomat Tashkent Uzbekistan restaurant,Pro. Хинкали,4.8 (193)·UZS 20-50万 | 格鲁吉亚风味·улица Шота Руставели 22А/1 | 已结束营业 · 开始营业时间：09:00,41.2927206,69.2618430,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/55_seq155_乌兹别克斯坦_泰尔梅兹_diplomat.md,Google有坐标待Yandex坐标复核,是,
小红书,162,塔什干 唐朝饭店,唐朝饭店,https://www.google.com/maps/search/%E5%94%90%E6%9C%9D%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Tashkent Uzbekistan restaurant,Yuzhanin,4.7 (689) | 餐馆·Turkiston ko'chasi 12a | 已结束营业 · 开始营业时间：11:00 | 堂食·外带,41.2915523,69.2837310,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/56_seq162_唐朝饭店.md,Google有坐标待Yandex坐标复核,是,
小红书,168,在希瓦terrace餐厅的早c晚a,Terrace,https://www.google.com/maps/search/Terrace%20Tashkent%20Uzbekistan%20restaurant,terrace terrace Tashkent Uzbekistan restaurant,AZUR - Terrace Garden,4.6 (294) | 地中海风味··проезд Уста Алима 5 | 已结束营业 · 开始营业时间：12:00 | 堂食·外带·送货,41.3393297,69.2554769,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/57_seq168_在希瓦terrace.md,Google有坐标待Yandex坐标复核,是,
小红书,171,乌兹伴手礼 korzinka超市版,Korzinka,https://www.google.com/maps/search/Korzinka%20Tashkent%20Uzbekistan%20restaurant,korzinka korzinka Tashkent Uzbekistan supermarket,Korzinka - Fayzobod,4.3 (152) | 超市··Yangi Qo'yliq ko'chasi 2А | 24 小时营业·+998 78 140 14 14 | 送货,41.2564974,69.3196103,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/58_seq171_乌兹伴手礼_korzinka.md,Google有坐标待Yandex坐标复核,是,
小红书,178,塔什干 东方茶蜜,东方茶蜜,https://www.google.com/maps/search/%E4%B8%9C%E6%96%B9%E8%8C%B6%E8%9C%9C%20Tashkent%20Uzbekistan%20restaurant,Tashkent Uzbekistan tea cafe,flowers.milk tea,"4.9 (33)·UZS 1-50,000 | 咖啡馆·Ташкент, Мирзо-Улугбекский район, массив Буюк Ипак Йули, 15 | 已结束营业 · 开始营业时间：10:00 | 堂食·外带",41.3147034,69.2902717,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/61_seq178_东方茶蜜.md,Google有坐标待Yandex坐标复核,是,
小红书,179,塔什干 紫菜包饭 Kimpab,Kimpab,https://www.google.com/maps/search/Kimpab%20Tashkent%20Uzbekistan%20restaurant,Kimpab Kimpab Tashkent Uzbekistan,Kimpab,4.8 (16)·UZS 5-10万 | 咖啡馆·Bobur ko'chasi 174/18 | 已结束营业 · 开始营业时间：10:00 | 堂食·外带·送货,41.3018295,69.2457921,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/62_seq179_紫菜包饭_Kimpab.md,Google有坐标待Yandex坐标复核,是,
小红书,182,塔什干 土耳其早茶 Bosphorus,Bosphorus,https://www.google.com/maps/search/Bosphorus%20Tashkent%20Uzbekistan%20restaurant,Bosphorus Bosphorus Tashkent Uzbekistan tea cafe,Bosphorus Restaurant,4.2 (206)·UZS 10-40万 | 土耳其风味··Mahmud Tarobiy Street No:27 | 已结束营业 · 开始营业时间：09:00 | 堂食·外带·无接触配送,41.2842206,69.2573497,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/64_seq182_土耳其早茶_Bosphorus.md,Google有坐标待Yandex坐标复核,是,
小红书,209,Borjomi 两招教你进人满拒客的餐厅,Borjomi,https://www.google.com/maps/search/Borjomi%20Tashkent%20Uzbekistan%20restaurant,Borjomi Borjomi Tashkent Uzbekistan restaurant,BOBOY Shevchenko,"4.7 (289)·UZS 15-40万 | 乌兹别克风味··Taras Shevchenko ko'chasi 38a | 24 小时营业 | ""Said的服务很不错，店很精致，还送了小水果""",41.2969259,69.2807353,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/72_seq209_Borjomi_两招教你进人满拒客的.md,Google有坐标待Yandex坐标复核,是,
微信餐厅,温州饭店,温州饭店,温州饭店,https://www.google.com/maps/search/%E6%B8%A9%E5%B7%9E%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Wenzhou restaurant Uzbekistan,竹子广式点心,4.0 (125)·UZS 10-25万 | 中国风味·Taras Shevchenko ko'chasi 30 | 已结束营业 · 开始营业时间：11:00,41.2991027,69.2781482,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/01_温州饭店.md,Google候选需核名,是,
微信餐厅,东方红餐厅,东方红餐厅,东方红餐厅,https://www.google.com/maps/search/%E4%B8%9C%E6%96%B9%E7%BA%A2%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Dongfanghong Chinese restaurant Uzbekistan,TURANDOT TASHKENT,4.5 (70) | 中国风味·улица Айбек 42 | 已结束营业 · 开始营业时间：12:00,41.2909575,69.2819059,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/03_东方红餐厅.md,Google候选需核名,是,
微信餐厅,中国烧烤,中国烧烤,中国烧烤,https://www.google.com/maps/search/%E4%B8%AD%E5%9B%BD%E7%83%A7%E7%83%A4%20Tashkent%20Uzbekistan%20restaurant,Chinese barbecue restaurant Uzbekistan,华人餐厅,4.8 (12) | 中国风味·8728+Q2Q,41.3019603,69.2649157,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/04_中国烧烤.md,Google候选需核名,是,
微信餐厅,念家湘湘菜馆,念家湘湘菜馆,念家湘湘菜馆,https://www.google.com/maps/search/%E5%BF%B5%E5%AE%B6%E6%B9%98%E6%B9%98%E8%8F%9C%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Nianjiaxiang Hunan restaurant Uzbekistan,"Старое название Gulja xogo)Хого центр.дапанжи.лагман,ашлянфу...hot pot",4.3 (55)·UZS 10-15万 | 火锅·86XG+QC7 | 已结束营业 · 开始营业时间：11:00,41.3494374,69.2260522,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/05_念家湘湘菜馆.md,Google候选需核名,是,
微信餐厅,沙县小吃,沙县小吃,沙县小吃,https://www.google.com/maps/search/%E6%B2%99%E5%8E%BF%E5%B0%8F%E5%90%83%20Tashkent%20Uzbekistan%20restaurant,Shaxian snacks restaurant Uzbekistan,Khan Chapan,4.5 (808) | 乌兹别克风味··Usta Olim tupik 5 | 已结束营业 · 开始营业时间：12:00,41.3397795,69.2552786,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/07_沙县小吃.md,Google候选需核名,是,
微信餐厅,唐朝饭店,唐朝饭店,唐朝饭店,https://www.google.com/maps/search/%E5%94%90%E6%9C%9D%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Tang Dynasty Chinese restaurant Uzbekistan,TURANDOT TASHKENT,4.5 (70) | 中国风味·улица Айбек 42 | 已结束营业 · 开始营业时间：12:00,41.2909575,69.2819059,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/08_唐朝饭店.md,Google候选需核名,是,
微信餐厅,都来顺面馆,都来顺面馆,都来顺面馆,https://www.google.com/maps/search/%E9%83%BD%E6%9D%A5%E9%A1%BA%E9%9D%A2%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Dulaishun noodle restaurant Uzbekistan,兰州拉面,"4.1 (166)·UZS 5-10万 | 中国风味·78M3+5WC, Фарғона Йўли | 已结束营业 · 开始营业时间：10:00",41.2829348,69.3047555,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/11_都来顺面馆.md,Google候选需核名,是,
微信餐厅,友谊饭店,友谊饭店,友谊饭店,https://www.google.com/maps/search/%E5%8F%8B%E8%B0%8A%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Friendship Chinese restaurant Uzbekistan,中国饭店,4.2 (21)·UZS 20-25万 | 中国风味·77VQ+7PJ | 堂食·外带,41.2932131,69.2892665,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/16_友谊饭店.md,Google候选需核名,是,
微信餐厅,中乌饭店,中乌饭店,中乌饭店,https://www.google.com/maps/search/%E4%B8%AD%E4%B9%8C%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Zhongwu Chinese Uzbek restaurant Uzbekistan,华人餐厅,"4.8 (12) | 中国风味·8728+Q2Q | ""因為大家喜歡清淡餐食，所以這一餐大家很滿意""",41.3019603,69.2649157,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/17_中乌饭店.md,Google候选需核名,是,
微信餐厅,成都饭店,成都饭店,成都饭店,https://www.google.com/maps/search/%E6%88%90%E9%83%BD%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Chengdu restaurant Uzbekistan,TURANDOT TASHKENT,4.5 (70) | 中国风味·улица Айбек 42 | 已结束营业 · 开始营业时间：12:00,41.2909575,69.2819059,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/18_成都饭店.md,Google候选需核名,是,
微信餐厅,亲亲面馆,亲亲面馆,亲亲面馆,https://www.google.com/maps/search/%E4%BA%B2%E4%BA%B2%E9%9D%A2%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Qinqin noodle restaurant Uzbekistan,兰州拉面,"4.1 (166)·UZS 5-10万 | 中国风味·78M3+5WC, Фарғона Йўли | 已结束营业 · 开始营业时间：10:00",41.2829348,69.3047555,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/19_亲亲面馆.md,Google候选需核名,是,
微信餐厅,百顺餐厅,百顺餐厅,百顺餐厅,https://www.google.com/maps/search/%E7%99%BE%E9%A1%BA%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Baishun Chinese restaurant Uzbekistan,竹子广式点心,4.0 (125)·UZS 10-25万 | 中国风味·Taras Shevchenko ko'chasi 30 | 已结束营业 · 开始营业时间：11:00,41.2991027,69.2781482,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/22_百顺餐厅.md,Google候选需核名,是,
微信餐厅,长安巷·融合菜,长安巷·融合菜,长安巷·融合菜,https://www.google.com/maps/search/%E9%95%BF%E5%AE%89%E5%B7%B7%C2%B7%E8%9E%8D%E5%90%88%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,Changanxiang fusion restaurant Uzbekistan,GAO GAO,"4.8 (20)·UZS 35-40万 | 餐馆·Groundzero Sharq, Ташкент, Яшнабадский район, 1-й тупик 2-го проезда улицы Пахлавана Махмуда, 31 | 已结束营业 · 开始营业时间：14:00",41.3010119,69.3060292,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/24_长安巷_融合菜.md,Google候选需核名,是,
微信餐厅,爱斯塔Asta音乐餐厅 韩国街店,爱斯塔Asta音乐餐厅 韩国街店,爱斯塔Asta音乐餐厅 韩国街店,https://www.google.com/maps/search/%E7%88%B1%E6%96%AF%E5%A1%94Asta%E9%9F%B3%E4%B9%90%E9%A4%90%E5%8E%85%20%E9%9F%A9%E5%9B%BD%E8%A1%97%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Asta music restaurant Korean street Tashkent,한식당 ALFA & bakery,"4.8 (142)·UZS 10-15万 | 韩国风味··8th of March Street, 90 | 已结束营业 · 开始营业时间：10:00",41.2817469,69.2958412,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/28_爱斯塔Asta音乐餐厅_韩国街店.md,Google候选需核名,是,
微信餐厅,西南川菜馆,西南川菜馆,西南川菜馆,https://www.google.com/maps/search/%E8%A5%BF%E5%8D%97%E5%B7%9D%E8%8F%9C%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Southwest Sichuan restaurant Uzbekistan,China chuan chuan,3.9 (26) | 火锅·Mirobod ko'chasi 9а | 堂食·外带,41.2943981,69.2692203,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/29_西南川菜馆.md,Google候选需核名,是,
微信餐厅,百味餐厅,百味餐厅,百味餐厅,https://www.google.com/maps/search/%E7%99%BE%E5%91%B3%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Baiwei Chinese restaurant Uzbekistan,竹子广式点心,4.0 (125)·UZS 10-25万 | 中国风味·Taras Shevchenko ko'chasi 30 | 已结束营业 · 开始营业时间：11:00,41.2991027,69.2781482,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/30_百味餐厅.md,Google候选需核名,是,
微信餐厅,VINO GALAXY 酒水管家,VINO GALAXY 酒水管家,VINO GALAXY 酒水管家,https://www.google.com/maps/search/VINO%20GALAXY%20%E9%85%92%E6%B0%B4%E7%AE%A1%E5%AE%B6%20Tashkent%20Uzbekistan%20restaurant,VINO GALAXY Tashkent,Brooklyn vino vodka,"4.2 (11) | 酒类商店·Госпитальный рынок, Avliyoota Street 2 | 24 小时营业·+998 78 555 79 79",41.2922758,69.2754095,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/32_VINO_GALAXY_酒水管家.md,单源参考(Google),是,
微信餐厅,包子客牛肉汤包,包子客牛肉汤包,包子客牛肉汤包,https://www.google.com/maps/search/%E5%8C%85%E5%AD%90%E5%AE%A2%E7%89%9B%E8%82%89%E6%B1%A4%E5%8C%85%20Tashkent%20Uzbekistan%20restaurant,Baozike beef soup dumplings restaurant Uzbekistan,BOBOY Shevchenko,4.7 (289)·UZS 15-40万 | 乌兹别克风味··Taras Shevchenko ko'chasi 38a | 24 小时营业,41.2969259,69.2807353,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/33_包子客牛肉汤包.md,Google候选需核名,是,
微信餐厅,土窑烧烤,土窑烧烤,土窑烧烤,https://www.google.com/maps/search/%E5%9C%9F%E7%AA%91%E7%83%A7%E7%83%A4%20Tashkent%20Uzbekistan%20restaurant,Tuyao barbecue restaurant Uzbekistan,9292 Korean BBQ,4.1 (130)·UZS 5-30万 | 韩国风味烧烤·Oybek ko'chasi 40 | 已结束营业 · 开始营业时间：11:00,41.2911350,69.2811659,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/36_土窑烧烤.md,Google候选需核名,是,
微信餐厅,万记川湘菜,万记川湘菜,万记川湘菜,https://www.google.com/maps/search/%E4%B8%87%E8%AE%B0%E5%B7%9D%E6%B9%98%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,Wanji Sichuan Hunan restaurant Uzbekistan,Dunganskaya Kukhnya,4.5 (18)·UZS 5-10万 | 中国风味·Kumarik ko'chasi 9 | 已结束营业 · 开始营业时间：11:00,41.2557656,69.2502038,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/37_万记川湘菜.md,Google候选需核名,是,
微信餐厅,阿尔马雷克市好运中餐厅,阿尔马雷克市好运中餐厅,阿尔马雷克市好运中餐厅,https://www.google.com/maps/search/%E9%98%BF%E5%B0%94%E9%A9%AC%E9%9B%B7%E5%85%8B%E5%B8%82%E5%A5%BD%E8%BF%90%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Good Luck Chinese restaurant Almalyk Uzbekistan,Chicken Asian Food,4.0 (30)·UZS 5-10万 | 适合家庭聚会·Ulitsa Furkata | 已结束营业 · 开始营业时间：09:00,40.8526981,69.5987585,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/38_阿尔马雷克市好运中餐厅.md,Google候选需核名,是,
微信餐厅,布哈拉新疆餐厅,布哈拉新疆餐厅,布哈拉新疆餐厅,https://www.google.com/maps/search/%E5%B8%83%E5%93%88%E6%8B%89%E6%96%B0%E7%96%86%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Xinjiang restaurant Bukhara Uzbekistan,Zaytoon,4.8 (510)·UZS 10-40万 | 餐馆·Zulfiya Street 11 | 已结束营业 · 开始营业时间：11:00,39.7610936,64.4368280,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/43_布哈拉新疆餐厅.md,Google候选需核名,是,
